First Name,Last Name,Phone,Email,Company Name,City,State,Website,Tags
,,9727739095,admin@colinsmithlaw.com,Colin Smith Law PLLC,,,http://colinsmithlaw.com/,
,,2148660133,info@dallasprobatelaw.com,"Pyke, Balen, & Moncure, P.C.",,,http://www.dallasprobatelaw.com/,
,,8173497330,inquiry@jagonzalezlaw.com,"Gonzalez Law, PLLC",,,https://www.jagonzalezlaw.com/,
,,2143072840,info@silblawfirm.com,"Silberman Law Firm, PLLC",,,http://silblawfirm.com/,
,,9726199903,info@ronaldrohdelaw.com,"The Law Office of Ronald Rohde, PLLC",,,http://ronaldrohdelaw.com/,
,,8177692750,info@turkettlaw.com,Turkett Law Office,,,https://turkettlaw.com/,
,,6825931120,david@davidsmalllaw.com,David Small Law PLLC,,,http://www.davidsmalllaw.com/,
,,8174382121,callcenter@thetexasattorney.com,Bailey & Galyen Attorneys at Law,,,https://www.thetexasattorney.com/office-locations/fort-worth-summit/?utm_source=google&utm_medium=organic&utm_campaign=GBP_Fort_Worth,
,,9728633940,sheveslawoffice@gmail.com,"The Law Offices of David W. Sheves, PLLC",,,https://www.sheveslaw.com/,
,,9724491241,callcenter@thetexasattorney.com,Bailey & Galyen Attorneys at Law,,,https://www.thetexasattorney.com/office-locations/dallas/?utm_source=google&utm_medium=organic&utm_campaign=GBP_Dallas,
,,8179844355,attorneymichellesimpson@gmail.com,"Michelle Simpson Law, PLLC",,,https://www.michellesimpsonlaw.com/,
,,6827072999,info@martinlawyers.com,Martin Lawyers PLLC,,,http://www.martinlawyers.com/,
,,2144604663,info@comerlawgroup.com,"Comer Law Group, PLLC",,,https://comerlawgroup.com/?gclid=test,
,,8177523155,callcenter@thetexasattorney.com,Bailey & Galyen Attorneys at Law,,,https://www.thetexasattorney.com/office-locations/arlington-2216-s-cooper/?utm_source=google&utm_medium=organic&utm_campaign=GBP_2216_S_Cooper_St,
,,8174579540,peter@thenguyenlawfirm.com,The Nguyen Law Firm,,,http://thenguyenlawfirm.com/,
